"Raison Sociale",SIREN,Année,Note,Structure,"Nom UES","Entreprises UES (SIREN)",Région,Département
"Swiss Life France",424245884,2019,88/100,"Unité Economique et Sociale (UES)","Swiss Life France","Swiss Life Assurances et Patrimoine (341785632), Swiss Life Assurances de biens (391277878), Swiss Life Prévoyance et santé (322215021)",Ile-de-France,Hauts-de-Seine
SYNERGIE,329925010,2019,94/100,Entreprise,"","",Ile-de-France,Paris
"SYNGENTA FRANCE SAS",443716832,2019,90/100,Entreprise,"","",Occitanie,Haute-Garonne
"SYSTRA SA",387949530,2019,85/100,Entreprise,"","",Ile-de-France,Paris
TAM,314871815,2019,94/100,Entreprise,"","",Occitanie,Hérault
"TAPIS SAINT MACLOU",470500943,2019,78/85,Entreprise,"","",Hauts-de-France,Nord
TCAR,309073625,2019,89/100,Entreprise,"","",Normandie,Seine-Maritime
"TECHNIP FRANCE",391637865,2019,78/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"TEFAL SAS",301520920,2019,92/100,Entreprise,"","",Auvergne-Rhône-Alpes,Haute-Savoie
"TELEPERFORMANCE FRANCE",353380793,2019,94/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"TELEVISION FRANCAISE 1",326300159,2019,85/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"temps de vie",394342174,2019,84/100,Entreprise,"","",Hauts-de-France,Nord
TEMSYS,351867692,2019,84/100,Entreprise,"","",Ile-de-France,Paris
TEREVA,434004198,2019,88/100,Entreprise,"","",Auvergne-Rhône-Alpes,Ain
"THALES ALENIA SPACE FRANCE",414725101,2019,94/100,Entreprise,"","",Occitanie,Haute-Garonne
"THALES AVS FRANCE",612039495,2019,94/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"THALES DIS FRANCE SA",562113530,2019,93/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"THALES DMS FRANCE",383475092,2019,89/100,Entreprise,"","",Ile-de-France,Yvelines
"Thales Global Services",424704963,2019,89/100,Entreprise,"","",Ile-de-France,Yvelines
"Thales LAS France SAS",319159877,2019,94/100,Entreprise,"","",Ile-de-France,Yvelines
"THALES SERVICES SAS",428677124,2019,94/100,Entreprise,"","",Ile-de-France,Yvelines
"Thales SIX GTS",383470937,2019,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"THE MARKETINGROUP",353944093,2019,99/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"THIRIET DISTRIBUTION SAS",421110198,2019,73/85,Entreprise,"","","Grand Est",Vosges
"thyssenkrupp ascenseurs",722024742,2019,15/25,Entreprise,"","","Pays de la Loire",Maine-et-Loire
TISSEO,520807876,2019,95/100,Entreprise,"","",Occitanie,Haute-Garonne
TOUPARGEL,880162151,2019,79/85,"Unité Economique et Sociale (UES)",TOUPARGEL,"",Auvergne-Rhône-Alpes,Rhône
"Transdev Normandie Interurbain",487911505,2019,94/100,Entreprise,"","",Normandie,Seine-Maritime
"TRIOMPHE SECURITE",478951080,2019,85/100,Entreprise,"","",Ile-de-France,Paris
"TROUILLARD SAS",855802369,2019,88/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
U-LOGISTIQUE,810146563,2019,89/100,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"AFPA EPIC",824228142,2019,89/100,"Unité Economique et Sociale (UES)",UES,"AFPA Accès à l'Emploi (824363432), AFPA Entreprises (824092688)",Ile-de-France,Seine-Saint-Denis
"1001 Vies Habitat",572015451,2019,94/100,"Unité Economique et Sociale (UES)","UES 1001 Vies Habitat","GIE 1001 Vies Habitat (492644323), Logis Familial (969802321), Logis Familial Varois (619500796), Logis Méditerrannée (314046004), Sollar (057501702)",Ile-de-France,Hauts-de-Seine
"ACCOR SA",602036444,2019,89/100,"Unité Economique et Sociale (UES)","UES ACCOR SA","SOLUXURY (501623748), ACADEMIE (338623473), AH FLEET SERVICES (823672209)",Ile-de-France,Hauts-de-Seine
"AEGIDE SA",401397765,2019,84/100,"Unité Economique et Sociale (UES)","UES AEGIDE-DOMITYS","AEGIDE MANAGEMENT SARL (402095509), CHATEAU BELMONT (302508460), DOMITYS INVEST SAS (329479257), SARL LES TRANSATS (828380139), DOMITYS SAS (488701434), SARL DOMITYS NORD OUEST (531823698), SARL DOMITYS SUD EST (537705022), SARL DOMITYS SUD OUEST (519083406), SARL DOMITYS CENTRE OUEST (452414774), DOMITYS EST SARL (750184632), DOMITYS NORD SARL (750157612)",Ile-de-France,Paris
"AFPA Accès à l'Emploi",824363436,2019,89/100,"Unité Economique et Sociale (UES)","UES AFPA","AFPA EPIC (824228142), AFPA Entreprises (824092688)",Ile-de-France,Seine-Saint-Denis
"AFPA Entreprises",824092688,2019,89/100,"Unité Economique et Sociale (UES)","UES AFPA","AFPA EPIC (824228142), AFPA Accès à l'emploi (824363436)",Ile-de-France,Seine-Saint-Denis
"Société coopérative agricole et agroalimentaire AGRIAL",428611719,2019,84/100,"Unité Economique et Sociale (UES)","UES AGRIAL","DISTRICO (353669419), DISTRISERVICES (353663677), BENOIST (695650036), BENOIST SEM (407958719), CENTRE SEM (318052735), SEMARA (749939351), VERN ALIMENTS (435299334), AGRIAL COOP MANAGEMENT (812774933), OUESTMIN (815380936), VEGAM (679200071), NOV-A RECHERCHE (790836290)",Normandie,Calvados
"Allianz IARD",542110291,2019,90/100,"Unité Economique et Sociale (UES)","UES Allianz France","Allianz VIE (340234962), Allianz France (303265128), Allianz Informatique (723000642), Protexia France (382276624), Allianz Africa (382231801)",Ile-de-France,Hauts-de-Seine
"APAVE SA",527573141,2019,89/100,"Unité Economique et Sociale (UES)","UES APAVE SA","APAVE ALSACIENNNE (301570446), APAVE INTERNATIONAL (775581812), APAVE NORD OUEST (419671425), APAVE PARISIENNE (393168273), APAVE SUDEUROPE (518720925)",Ile-de-France,Paris
"API RESTAURATION",477181010,2019,88/100,"Unité Economique et Sociale (UES)","UES API RESTAURATION","LYS RESTAURATION (331804583), CREAPI (413423740), SARL INFRES (438654709), LES PYRAMIDES (342996675)",Hauts-de-France,Nord
"APICIL TRANSVERSE",417591971,2019,92/100,"Unité Economique et Sociale (UES)","UES APICIL","APICIL SANTE PREVOYANCE (850214289), APICIL EPARGNE (302927439)",Auvergne-Rhône-Alpes,Rhône
"Crédit Mutuel Arkéa",775577018,2019,92/100,"Unité Economique et Sociale (UES)","UES ARKADE","Caisse régionale du CMSO (691820385), Caisse régionale du CMMC (318773439), Arkéa Banque Entreprises et Institutionnels (378398911), Federal Finance (318502747), Federal Finance Gestion (378135610), Arkéa Capital (420761512), Arkéa Crédit Bail (384288684)",Bretagne,Finistère
ARQUUS,662043405,2019,77/100,"Unité Economique et Sociale (UES)","UES ARQUUS PANHARD GENERAL DEFENSE","PANHARD GENERAL DEFENSE. (652036591)",Ile-de-France,Yvelines
"ARTELIA HOLDING",802044776,2019,79/100,"Unité Economique et Sociale (UES)","UES ARTELIA","ARTELIA (444523526), ARTELIA EAU ET ENVIRONNEMENT (503646572), ARTELIA BATIMENT ET INDUSTRIE (310635032), ARTELIA DEVELOPPEMENT (401788062), PCSI (401954193), RFR STRUCTURE ET ENVELOPPE (833863457), ARTELIA INTERNATIONAL (339376733), CLI (440449695), SPRETEC (343238853), QUADRIC (338500713), SECOA (419699343)",Auvergne-Rhône-Alpes,Rhône
"Atos SE",323623603,2019,87/100,"Unité Economique et Sociale (UES)","UES Atos France","Agarik SAS (410333223), Atos Infogérance (064502636), Atos Intégration (408024719), Atos Management France (480055664), Atos Worldgrid (517703369), Avantix (315067942), Bull ISS (403412463), Bull SA (542046065), Bull SAS (642058739), Elexo (722063534), Evidian (422689208), Fastconnect (451724082), Atos Consulting SAS (410333223)",Ile-de-France,"Val-d'oise"
"GIE DU GROUPE AVIVA FRANCE",315597500,2019,99/100,"Unité Economique et Sociale (UES)","UES AVIVA FRANCE","AVIVA ASSURANCES (306522665), AVIVA VIE (732020805), AVIVA INVESTORS FRANCE (335133229), AVIVA INVESTORS REAL ESTATE FRANCE (434129649), AVIVA INVESTORS REAL ESTATE FRANCE SGP (810423392)",Ile-de-France,Hauts-de-Seine
"AXA IM Paris",353534506,2019,93/100,"Unité Economique et Sociale (UES)","UES AXA Investment","AXA Investment Managers (393051826), AXA IM IF (414875575), AXA REIM France (397991670), AXA REIM SA (414872028), AXA REIM SGP (500838214)",Ile-de-France,Hauts-de-Seine
"SAS BOULANGERIE BG",478455793,2019,75/85,"Unité Economique et Sociale (UES)","UES BBG CB","SAS COTE BOULANGE (482340973)","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"Société Belambra Holding",508269651,2019,78/100,"Unité Economique et Sociale (UES)","UES Belambra","Société Belambra Clubs (322706136), Société Belambra City (508680006), Société Belambra Développement (484824024), Société Belambra Patrimoine (340425388), Société Santoline (484759055), Société Belambra Services (508683174)",Ile-de-France,Hauts-de-Seine
"LAFARGEHOLCIM BETON",414815043,2019,79/100,"Unité Economique et Sociale (UES)","UES BETON","BETONS CHANTIERS CHARENTE LIMOUSIN (766500102), BETONS MATERIAUX CONTROLES BMC (503803199)",Ile-de-France,Hauts-de-Seine
"BOLLORE SE",55804124,2019,81/100,"Unité Economique et Sociale (UES)","UES BOLLORE","BLUEBUS (501161798), BLUE SOLUTIONS (421090051)",Bretagne,Finistère
CEGEDIM,350422622,2019,78/100,"Unité Economique et Sociale (UES)","UES Boulogne","BSV (397552829), CEGEDIM ASSURANCES CONSEIL (849779210), CEGEDIM CLOUD (790173066), CEGEDIM INGENIERIE (402338719), CEGEDIM OUTSOURCING (303529184), CEGEDIM SRH (332665371), CEGEDIM SRH MONTARGIS (752466805), CETIP (410489165), CEGEDIM LOGICIELS MEDICAUX (353754088), CEGEDIM MEDIA (602006306), DOCAVENUE (841447295), FUTURAMEDIA (494625130), GERS SAS (521625582), MEDEXACT (432451912), PHARMASTOCK (403286446), RESIP (332087964), SMART RX (789997871)",Ile-de-France,Hauts-de-Seine
"GALLIANCE VOLAILLE FRAICHE",309707214,2019,73/100,"Unité Economique et Sociale (UES)","UES BU VOLAILLE NATIONALE","GALLIANCE LANGUIDIC (504001504), GALLIANCE INDUSTRIE SEVRIENNE (344592357), GALLIANCE NUEIL (334315488), GALLIANCE DINDE (814118527), GOVADIS (377988282), SOCIETE DE DISTRIBUTION AVICOLE (066200098)","Pays de la Loire",Loire-Atlantique
"BUT INTERNATIONAL",722041860,2019,88/100,"Unité Economique et Sociale (UES)","UES BUT","BUT SAS (358500411)",Ile-de-France,Seine-et-Marne
"CAMAIEU INTERNATIONAL",345086177,2019,49/50,"Unité Economique et Sociale (UES)","UES CAMAIEU","FINANCIERE BRAME (330345927)",Hauts-de-France,Nord
"GROUPE CANAL+ SA",420624777,2019,89/100,"Unité Economique et Sociale (UES)","UES CANAL+","SOCIETE D'EDITION DE CANAL+ (329211734), NPA PRODUCTION (402950943), SESI (412916215), C8 (444564793), CSTAR (384939484), MULTITHEMATIQUES SA (402314140), STUDIO BAGEL PRODUCTION (799260971), STUDIOCANAL (056801293), CANAL BRAND SOLUTIONS (414949172)",Ile-de-France,Hauts-de-Seine
"Capgemini Technology Services",479766842,2019,94/100,"Unité Economique et Sociale (UES)","UES Capgemini","Capgemini France (328781786), Capgemini Consulting (479766800), Capgemini Service (652025792), Capgemini Gouvieux (428571186), Capgemini DEMS France (444495774), Prosodie (411393218), Idean Capgemini Creative Studios France (491237384), Open Cascade (420919805), Odigo (529038978), ITELIOS (448291179)",Ile-de-France,Hauts-de-Seine
"LAFARGEHOLCIM CIMENT",302135561,2019,82/100,"Unité Economique et Sociale (UES)","UES CIMENT","LAFARGEHOLCIM DISTRIBUTION (451120331)",Ile-de-France,Hauts-de-Seine
"COGEDIM GESTION",380375097,2019,84/100,"Unité Economique et Sociale (UES)","UES COGEDIM","COVALENS (309021277), ACEAM (534207386)",Ile-de-France,Paris
"COMPASS GROUP FRANCE",632041042,2019,94/100,"Unité Economique et Sociale (UES)","UES COMPASS GROUP FRANCE","SERVIREST (400319554), MEDIANCE (352751200), EVHREST (493023220)",Ile-de-France,Hauts-de-Seine
"Fondation COS Alexandre Glasberg",775657570,2019,64/80,"Unité Economique et Sociale (UES)","UES COS","COS Lozère (493292783)",Ile-de-France,Paris
"CREDIT COOPERATIF",349974931,2019,88/100,"Unité Economique et Sociale (UES)","UES CREDIT COOPERATIF - BTP BANQUE - ECOFI INVESTISSEMENTS","BTP BANQUE (339182784), ECOFI INVESTISSEMENTS (999990369)",Ile-de-France,Hauts-de-Seine
"CRIT SAS",451329908,2019,77/100,"Unité Economique et Sociale (UES)","UES CRIT","LES COMPAGNONS (309979631), AB INTERIM (642009583), LES VOLANTS (301938817), PRESTINTER (334077138), RESSOURCES HUMAINES FORMATION (343168399)",Ile-de-France,Paris
"UES Crédit Agricole Leasing et Factoring",692029457,2019,92/100,"Unité Economique et Sociale (UES)","UES Crédit Agricole Leasing et Factoring","Auxifip (602055345), Lixxbail (682039078), Lixxcredit (652022567), Ucalease (395179369)",Ile-de-France,Hauts-de-Seine
"Société Fiduciaire Internationale d'Audit",401946983,2019,77/100,"Unité Economique et Sociale (UES)","UES DELOITTE","DELOITTE & ASSOCIES (572028041), DELOITTE CONSEIL (401948245), DELOITTE FINANCE (431347079), DELOITTE ACCOUNTING SERVICES (318659166), DURAND ET ASSOCIES (350927521), CONSTANTIN  ENTREPRISES (413370560), CONSTANTIN ASSOCIES (642010045), DELOITTE AUDIT IT FINANCIAL SERVICES (418058228), GREENEXT SERVICE (752491100), CABINET SERRA HUDELLET (477553929), EQUITIVE (498012574), DELOITTE PRODUCTS & SOLUTIONS (510696164), MONITOR DELOITTE (389901125), PIERRE-HENRI SCACCHI ET ASSOCIES (408272375), HERVE SCHAUER CONSULTANTS (444475891), DELOITTE AFRIQUE (499807063)",Ile-de-France,Hauts-de-Seine
"PIERRE FABRE SA",662006170,2019,90/100,"Unité Economique et Sociale (UES)","UES DES LABORATOIRES PIERRE FABRE","PIERRE FABRE MEDICAMENT (326118502), PIERRE FABRE MEDICAMENT INFORMATION (449080969), PIERRE FABRE SANTE INFORMATION (449080746), PIERRE FABRE SANTE (449080647), PIERRE FABRE ORAL CARE INFORMATION (501566509), PIERRE FABRE MEDICAMENT PRODUCTION (383392453), PIERRE FABRE MEDICAL DEVICES (430332114), INSTITUT DE RECHERCHE PIERRE FABRE (334924362), PIERRE FABRE DERMO-COSMETIQUE (319137576), PIERRE FABRE DERMATOLOGIE (409067006), LABORATOIRES KLORANE (403271075), LABORATOIRES GALENIC (403270622), LABORATOIRES DERMATOLOGIQUES AVENE (403269483), LES THERMES D'AVENE (423907732), LABORATOIRES DERMATOLOGIQUES DUCRAY (403269814), RENE FURTERER (403271398), LABORATOIRES DERMATOLOGIQUES A-DERMA (424763415)",Occitanie,Tarn
"Groupe Randstad France",702028234,2019,93/100,"Unité Economique et Sociale (UES)","UES des sociétés de travail temporaire du groupe Randstad en France","Randstad (433999356), Select TT (304381379), Atoll (354044497), Ainterim (377905419), Alp'emploi (398775924), Arve interim (342756798), Atout travail temporaire (420501652), Atrium (450832944), Interim 31 (480850551), Interim d'oc (489243857), Internim (354073389)",Ile-de-France,Seine-Saint-Denis
"ZD SERVICES",348681347,2019,83/100,"Unité Economique et Sociale (UES)","UES DISTRICENTER","SAMAG (309433571), BRET SERVICES (402850879), CELTAT (493821821), C220 (811693357), C226 (811735984), S227 (811734227), C228 (811730274), C229 (811735406), S230 (811732072), C231 (815380142), S232 (817452840), C233 (819965641), C234 (819965922), C237 (829553346), S238 (829586171), S239 (829556992), C240 (829553809), S242 (830725461), C241 (830724761), C243 (843551730), C244 (844133942), S245 (844154039)",Bretagne,Ille-et-Vilaine
"ZARA France",348991555,2019,98/100,"Unité Economique et Sociale (UES)","UES DITEX","Bershka France (443617725), Massimo Dutti France (438843096), Oysho France (497987222), Pull&Bear France (480557149), Stradivarius France (489972166), Zara Home France (488000969)",Ile-de-France,Paris
"Hôpital Privé du Confluent",789823580,2019,69/80,"Unité Economique et Sociale (UES)","UES du Confluent","Groupement d'employeurs (418452454)","Pays de la Loire",Loire-Atlantique
"CAISSE DE CREDIT MUTUEL AGRICOLE DU CENTRE",317082907,2019,86/100,"Unité Economique et Sociale (UES)","UES DU CREDIT MUTUEL DU CENTRE","CAISSE REGIONALE DE CREDIT MUTUEL DU CENTRE (306487331)","Centre-Val de Loire",Loiret
"Euralis Gastronomie SAS",601650146,2019,91/100,"Unité Economique et Sociale (UES)","UES du POLE ALIMENTAIRE EURALIS","JEAN STALAVEN PROXIMITE SAS (429763477), JEAN STALAVEN SAS (425807100)",Nouvelle-Aquitaine,Pyrénées-Atlantiques
"E-VOYAGEURS GROUPE",432672236,2019,93/100,"Unité Economique et Sociale (UES)","UES E-VOYAGEURS SNCF","E-VOYAGEURS TECHNOLOGIES (483815619), OUI.SNCF (431810621), RAIL EUROPE (401714993)",Ile-de-France,Hauts-de-Seine
"EMERA EXPLOITATIONS",451354005,2019,99/100,"Unité Economique et Sociale (UES)","UES EMERA","EHPAD CEYRAT (522626258), EHPAD LE MUY (818400186), EHPAD SOLEIL DU LEVANT (810770966), EMERA AIX EN PROVENCE (453725533), EMERA ANNECY (504030065), EMERA LE MANS (453533788), EMERA LUC SUR MER (517727707), EMERA MOUANS SARTOUX (452773344), EMERA VILLEURBANNE (451305205), EMERAUDES (499325165), LA CERISAIE NANTES (422505107), LA RETRAITE SA (388195836), LE LOGIS DES OLONNES (490780871), LES AMANDIERS (433525995), Les Maisonnées d'Aurillac (517602256), Les Maisonnées de Blois (511692006), Les Maisonnées de Calais (509626529), Les Maisonnées de Martigues (507490670), Les Maisonnées de Montpellier (511657801), Les Maisonnée de Thonon (502078561), Les Résidentielles d'Or de Chatillon (527882625), Les Résidentielles d'Or de Gradignan (797635802), Maisonnées Résidence service (752672865), Résidence Séniors Albert (805206125), Résidence seniors Emerys Anne (825054984), Résidence seniors Emerys Lac de Maine (825055155), Résidence seniors Emerys Lavalette (825055254), Résidence seniors Emerys Thonon (825055197), Résidence Seniors Seynod (813111168), Résidence retraite du  Parc (RRP) (419318076), Résidence retraite Le Pré Fornet (444085492), Résidence retraite Zelia (397589037)","Pays de la Loire",Maine-et-Loire
ESSI,327435137,2019,79/100,"Unité Economique et Sociale (UES)","UES ESSI","ESSI AGATE (533603171), ESSI AMBRE (480649391), ESSI CORAIL (489703074), ESSI CRISTAL (501417364), ESSI JADE (489702027), ESSI NACRE (513436113), ESSI OPALE (489702340), ESSI QUARTZ (513583179), ESSI RUBIS (508010618), ESSI SAPHIR (513406108), ESSI TURQUOISE (489702977), ESSI TOPAZE (508047230)",Ile-de-France,Paris
"EURIAL SERVICES",815063888,2019,87/100,"Unité Economique et Sociale (UES)","UES EURIAL","EURIAL LOGISTIQUE OUEST (815067871), HERBIGNAC CHEESE INGREDIENTS (493056188), EURIAL FOOD SERVICE & INDUSTRY (815063904), EURIAL BEURRE FROMAGE (353543358), EURIAL INTERNATIONAL (824682686), EURIAL INGREDIENTS ET NUTRITION (823521489), EURIAL MANAGEMENT (799033824)","Pays de la Loire",Loire-Atlantique
"44 GALERIES LAFAYETTE",552116329,2019,95/100,"Unité Economique et Sociale (UES)","UES GALERIES LAFAYETTE HAUSSMANN","GALERIES LAFAYETTE HAUSSMANN (572062594), GROUPE GALERIES LAFAYETTE SERVICES (612038679), GALERIES LAFAYETTE L'ACADEMIE (824041529), GALERIES LAFAYETTE VOYAGES (315710251)",Ile-de-France,Paris
"Generali France",572044949,2019,87/100,"Unité Economique et Sociale (UES)","UES Generali France","GENERALI VIE (602062481), GENERALI IARD (552062663), L'EQUITE SA (572084697), TRIESTE COURTAGE (582033577)",Ile-de-France,Seine-Saint-Denis
"GERFLOR SAS",726580152,2019,86/100,"Unité Economique et Sociale (UES)","UES GERFLOR","GERFLOR PROVENCE SNC (722980224), GERFLOR TARARE SNC (433605128)",Auvergne-Rhône-Alpes,Rhône
"LAFARGEHOLCIM GRANULAT",562110882,2019,75/100,"Unité Economique et Sociale (UES)","UES GRANULAT","CARRIERES DE SAINT LAURENT (378416028), GRANULATS BOURGOGNE AUVERGNE (421197906), GRANULATS NORD EST (414885541), MIDI PYRENEES GRANULATS (560800468), SOCIETE D'EXPLOITATIONDES ETS RAGONNEAU (327080149), SABLIERE DE VRITZ (402737274)",Ile-de-France,Hauts-de-Seine
"GROUPAMA RHONE ALPES AUVERGNE",779838366,2019,85/100,"Unité Economique et Sociale (UES)","UES GROUPAMA RHONE ALPES AUVERGNE","SECURITE PROTECTION AUVERGNE RHONE ALPES (337757256), SOCIETE DE PARTICIPATION DU SUD EST (339187452)",Auvergne-Rhône-Alpes,Rhône
DIAC,702002221,2019,93/100,"Unité Economique et Sociale (UES)","UES Groupe Diac","DIAC Location (329892368)",Ile-de-France,Paris
"Harmonie Mutuelle",538518473,2019,92/100,"Unité Economique et Sociale (UES)","UES Harmonie Mutuelle","GIE SIHM (491651154), Kalixia (509626552), Union Harmonie Mutuelles (479834012), Synergie Mutuelles (815221262)",Ile-de-France,Paris
"Informatique CDC",775665433,2019,89/100,"Unité Economique et Sociale (UES)","UES ICDC - CNP TI","CNP TECHNOLOGIES DE L'INFORMATION (751599762)",Ile-de-France,Val-de-Marne
BUNSHA,312347362,2019,97/100,"Unité Economique et Sociale (UES)","UES KIABI","KIABI EUROPE (344103270), KIABI LOGISTIQUE (347727950)",Hauts-de-France,Nord
SOFIZA,487544082,2019,77/100,"Unité Economique et Sociale (UES)","UES KIDILIZ GROUP","CENTRALE ACHAT KIDILIZ (399235837), KIDILIZ OUTLET (343763612), D2J (313413908), KIDILIZ GROUP (341059293), KIDILIZ RETAIL (478247109), Z RETAIL (624500195), DIGITAL STORES.COM (533631248)",Ile-de-France,Paris
