destinataire;projet;horodatage;date_debut;date_fin;nb_lignes
DGT;DTS;2026-08-17T08:07:22;2026-01-01;2026-12-31;200
SIREN;Effectif_RCD;Effectif_H_rem_annuelle_globale;Effectif_F_rem_annuelle_globale;Effectif_H_taux_horaire_global;Effectif_F_taux_horaire_global;Effectif_H_rem_annuelle_variable;Effectif_F_rem_annuelle_variable;Rem_globale_annuelle_moyenne_ecart;Rem_globale_annuelle_moyenne_F;Rem_globale_annuelle_moyenne_H;Taux_horaire_global_moyen_ecart;Taux_horaire_global_moyen_F;Taux_horaire_global_moyen_H;Rem_variable_annuelle_moyenne_ecart;Rem_variable_annuelle_moyenne_F;Rem_variable_annuelle_moyenne_H;Taux_horaire_variable_moyen_ecart;Taux_horaire_variable_moyen_F;Taux_horaire_variable_moyen_H;Rem_globale_annuelle_mediane_ecart;Rem_globale_annuelle_mediane_F;Rem_globale_annuelle_mediane_H;Taux_horaire_global_median_ecart;Taux_globale_annuelle_mediane_F;Taux_globale_annuelle_mediane_H;Rem_variable_annuelle_mediane_ecart;Rem_variable_annuelle_mediane_F;Rem_variable_annuelle_mediane_H;Taux_horaire_variable_median_ecart;Taux_horaire_variable_median_F ;Taux_horaire_variable_median_H;Proportion_variable_F;Proportion_variable_H;Seuil_Q1_Rem_globale;Seuil_Q2_Rem_globale;Seuil_Q3_Rem_globale;Quartile1_Rem_globale_annuelle_nb_F;Quartile2_Rem_globale_annuelle_nb_F;Quartile3_Rem_globale_annuelle_nb_F;Quartile4_Rem_globale_annuelle_nb_F;Quartile1_Rem_globale_annuelle_nb_H;Quartile2_Rem_globale_annuelle_nb_H;Quartile3_Rem_globale_annuelle_nb_H;Quartile4_Rem_globale_annuelle_nb_H;Quartile1_Rem_globale_annuelle_proportion_F;Quartile2_Rem_globale_annuelle_proportion_F;Quartile3_Rem_globale_annuelle_proportion_F;Quartile4_Rem_globale_annuelle_proportion_F;Quartile1_Rem_globale_annuelle_proportion_H;Quartile2_Rem_globale_annuelle_proportion_H;Quartile3_Rem_globale_annuelle_proportion_H;Quartile4_Rem_globale_annuelle_proportion_H;Seuil_Q1_Taux_horaire_global;Seuil_Q2_Taux_horaire_global;Seuil_Q3_Taux_horaire_global;Quartile1_Taux_horaire_global_nb_F;Quartile2_Taux_horaire_global_nb_F;Quartile3_Taux_horaire_global_nb_F;Quartile4_Taux_horaire_global_nb_F;Quartile1_Taux_horaire_global_nb_H;Quartile2_Taux_horaire_global_nb_H;Quartile3_Taux_horaire_global_nb_H;Quartile4_Taux_horaire_global_nb_H;Quartile1_Taux_horaire_global_proportion_F;Quartile2_Taux_horaire_global_proportion_F;Quartile3_Taux_horaire_global_proportion_F;Quartile4_Taux_horaire_global_proportion_F;Quartile1_Taux_horaire_global_proportion_H;Quartile2_Taux_horaire_global_proportion_H;Quartile3_Taux_horaire_global_proportion_H;Quartile4_Taux_horaire_global_proportion_H;indice;indice_nature_exo;indice_unite;indice_ratio_suspensions;indice_ratio_arrets;indice_arrets_0;indice_quotite250;indice_quotite0;indice_rem_extremes;indice_taux_extremes
480650456;375,00;188;187;174;179;93;71;0,0983;32647,29;36204,73;0,0825;18,35;20,00;0,1996;628,87;785,74;0,1860;0,35;0,43;0,0840;31186,39;34045,39;0,0676;17,53;18,80;0,1906;577,10;713,03;0,1795;0,32;0,39;0,3797;0,4947;23175,62;28048,44;38705,54;64;51;43;29;33;44;50;61;0,6598;0,5368;0,4624;0,3222;0,3402;0,4632;0,5376;0,6778;12,91;15,63;21,57;62;49;39;29;30;40;48;56;0,6739;0,5506;0,4483;0,3412;0,3261;0,4494;0,5517;0,6588;0,6735;0,3695;0,0336;0,0633;0,0690;0,0459;0,2413;0,1071;0,2456;0,0407
341019180;375,00;178;197;161;186;81;80;0,0069;43645,87;43949,78;-0,0062;24,27;24,12;-0,0263;688,75;671,11;-0,0270;0,38;0,37;-0,0109;42437,84;41979,16;-0,0243;23,60;23,04;-0,0156;779,49;767,50;-0,0238;0,43;0,42;0,4061;0,4551;26354,86;38872,78;41400,52;64;44;40;49;31;49;53;45;0,6737;0,4731;0,4301;0,5213;0,3263;0,5269;0,5699;0,4787;14,57;21,48;22,88;61;40;39;46;27;46;47;41;0,6932;0,4651;0,4535;0,5287;0,3068;0,5349;0,5465;0,4713;0,7610;0,4745;0,1866;0,1607;0,0201;0,0207;0,1339;0,1403;0,1539;0,0324
383143617;375,00;241;134;205;124;72;42;0,0849;36723,31;40129,57;0,0530;20,71;21,87;0,1949;472,66;587,10;0,1562;0,27;0,32;0,0684;39546,96;42448,78;0,0359;22,30;23,13;-0,0423;536,33;514,58;-0,0714;0,30;0,28;0,3134;0,2988;26079,16;31454,51;39860,51;39;31;40;24;56;62;55;68;0,4105;0,3333;0,4211;0,2609;0,5895;0,6667;0,5789;0,7391;14,39;17,36;22,00;39;28;34;23;46;53;49;57;0,4588;0,3457;0,4096;0,2875;0,5412;0,6543;0,5904;0,7125;0,5601;0,1349;0,1386;0,0121;0,0894;0,0475;0,0171;0,0564;0,8920;0,0096
501619878;375,00;206;169;202;147;130;95;-0,0057;38560,08;38340,23;-0,0629;22,31;20,99;-0,0048;727,76;724,30;-0,0500;0,42;0,40;0,0129;39459,43;39974,98;-0,0434;22,83;21,88;-0,1643;819,85;704,13;-0,2051;0,47;0,39;0,5621;0,6311;25183,63;33986,65;36580,57;41;51;42;35;53;43;52;58;0,4362;0,5426;0,4468;0,3763;0,5638;0,4574;0,5532;0,6237;14,11;19,04;20,49;38;43;36;30;50;44;51;57;0,4318;0,4943;0,4138;0,3448;0,5682;0,5057;0,5862;0,6552;0,5729;0,1564;0,2410;0,0558;0,1709;0,0359;0,1809;0,0451;0,4752;0,0393
615920188;375,00;193;182;186;159;55;46;0,1001;33881,48;37648,85;0,0722;18,89;20,36;0,2315;899,95;1171,06;0,2063;0,50;0,63;0,1105;35855,81;40311,98;0,0830;19,99;21,80;0,0489;978,47;1028,80;0,0179;0,55;0,56;0,2527;0,2850;19123,37;27620,37;39111,50;63;47;39;33;33;47;54;59;0,6563;0,5000;0,4194;0,3587;0,3438;0,5000;0,5806;0,6413;10,49;15,14;21,45;55;40;34;30;33;46;52;55;0,6250;0,4651;0,3953;0,3529;0,3750;0,5349;0,6047;0,6471;0,6252;0,2939;0,2002;0,2397;0,1011;0,0130;0,2560;0,0028;0,1112;0,0394
682000328;375,00;193;182;171;166;133;95;-0,0153;39564,49;38968,46;-0,0855;23,49;21,64;-0,0118;539,03;532,72;-0,0667;0,32;0,30;-0,0258;42592,86;41520,78;-0,0967;25,28;23,05;-0,0024;489,31;488,16;-0,0741;0,29;0,27;0,5220;0,6891;25218,18;28531,98;39072,55;43;48;48;43;51;45;46;51;0,4574;0,5161;0,5106;0,4574;0,5426;0,4839;0,4894;0,5426;14,46;16,36;22,41;40;44;42;40;44;40;42;45;0,4762;0,5238;0,5000;0,4706;0,5238;0,4762;0,5000;0,5294;0,9068;0,0970;0,1294;0,2124;0,1744;0,0230;0,0966;0,0205;0,5026;0,0417
636420333;375,00;204;171;200;155;64;47;0,0772;32700,63;35434,74;0,0675;18,24;19,56;0,1974;498,26;620,77;0,1765;0,28;0,34;0,0835;34467,08;37608,44;0,0737;19,23;20,76;0,0883;543,18;595,79;0,0909;0,30;0,33;0,2749;0,3137;22035,57;25804,25;34406,84;55;44;41;31;41;50;52;61;0,5729;0,4681;0,4409;0,3370;0,4271;0,5319;0,5591;0,6630;12,22;14,31;19,08;47;42;38;28;42;47;51;60;0,5281;0,4719;0,4270;0,3182;0,4719;0,5281;0,5730;0,6818;0,8970;0,4676;0,2428;0,1921;0,0754;0,0054;0,1253;0,0295;0,4183;0,0142
442278453;375,00;179;196;165;180;134;115;0,0282;46242,76;47586,43;-0,0058;25,89;25,74;0,0264;756,19;776,67;0,0000;0,42;0,42;0,0202;43254,18;44145,09;-0,0142;24,21;23,87;-0,1235;863,43;768,52;-0,1429;0,48;0,42;0,5867;0,7486;32777,68;39947,10;44478,60;58;47;43;48;36;47;50;46;0,6170;0,5000;0,4624;0,5106;0,3830;0,5000;0,5376;0,4894;18,05;21,99;24,49;51;41;42;46;35;45;44;41;0,5930;0,4767;0,4884;0,5287;0,4070;0,5233;0,5116;0,4713;0,7505;0,4806;0,2935;0,0826;0,1538;0,0346;0,2758;0,0662;0,2382;0,0362
315732842;375,00;227;148;206;137;55;34;0,0897;31629,93;34747,68;0,0479;18,08;18,99;0,1969;678,91;845,35;0,1522;0,39;0,46;0,1033;32782,15;36560,38;0,0621;18,74;19,98;0,0615;760,92;810,76;0,0227;0,43;0,44;0,2297;0,2423;24066,85;26695,84;33913,60;46;34;44;24;49;59;51;68;0,4842;0,3656;0,4632;0,2609;0,5158;0,6344;0,5368;0,7391;13,39;14,85;18,86;42;31;41;23;46;54;46;60;0,4773;0,3647;0,4713;0,2771;0,5227;0,6353;0,5287;0,7229;0,6633;0,3994;0,2032;0,0535;0,1708;0,0104;0,1346;0,1371;0,3622;0,0142
418108171;375,00;180;195;160;191;91;94;0,0230;35036,83;35861,99;0,0020;19,81;19,85;0,0089;470,72;474,95;-0,0385;0,27;0,26;0,0326;32890,84;34000,61;0,0117;18,60;18,82;-0,0726;469,26;437,48;-0,1250;0,27;0,24;0,4821;0,5056;21904,31;27178,17;35244,57;59;47;39;50;36;46;54;44;0,6211;0,5054;0,4194;0,5319;0,3789;0,4946;0,5806;0,4681;12,27;15,22;19,74;59;49;36;47;30;39;50;41;0,6629;0,5568;0,4186;0,5341;0,3371;0,4432;0,5814;0,4659;0,9223;0,4561;0,2602;0,2184;0,1335;0,0225;0,2329;0,0127;0,3452;0,0415
380602060;375,00;234;141;199;121;103;62;0,0875;28416,53;31141,28;0,0195;16,56;16,89;0,1812;621,71;759,25;0,1220;0,36;0,41;0,0823;27182,39;29621,57;0,0137;15,84;16,06;-0,0844;707,70;652,62;-0,1714;0,41;0,35;0,4397;0,4402;20892,12;24691,83;30655,34;50;35;31;25;45;59;62;68;0,5263;0,3723;0,3333;0,2688;0,4737;0,6277;0,6667;0,7312;11,63;13,75;17,07;40;31;28;22;40;50;52;57;0,5000;0,3827;0,3500;0,2785;0,5000;0,6173;0,6500;0,7215;0,7765;0,0026;0,0206;0,0231;0,1521;0,0003;0,2155;0,1517;0,5591;0,0273
430050799;375,00;174;201;171;197;115;112;-0,0140;38222,75;37696,72;-0,0297;21,52;20,90;-0,0064;552,08;548,56;-0,0333;0,31;0,30;-0,0026;36734,09;36639,40;-0,0182;20,68;20,31;-0,1504;630,29;547,88;-0,1667;0,35;0,30;0,5572;0,6609;22418,89;30130,67;34500,92;48;48;54;51;46;45;40;43;0,5106;0,5161;0,5745;0,5426;0,4894;0,4839;0,4255;0,4574;12,53;16,84;19,28;47;48;50;52;45;44;42;40;0,5109;0,5217;0,5435;0,5652;0,4891;0,4783;0,4565;0,4348;0,6061;0,1713;0,2907;0,1407;0,0288;0,0447;0,2903;0,0030;0,6870;0,0389
403715725;375,00;203;172;176;169;54;46;0,1020;36898,40;41091,34;0,0393;21,49;22,37;0,1892;937,03;1155,68;0,1270;0,55;0,63;0,1165;39474,75;44679,84;0,0547;22,99;24,32;0,1426;1038,98;1211,79;0,0758;0,61;0,66;0,2674;0,2660;23725,13;30042,16;40423,08;57;46;38;31;39;48;55;61;0,5938;0,4894;0,4086;0,3370;0,4063;0,5106;0,5914;0,6630;13,34;16,90;22,73;56;46;39;28;33;41;47;55;0,6292;0,5287;0,4535;0,3373;0,3708;0,4713;0,5465;0,6627;0,7322;0,1008;0,0707;0,0393;0,1099;0,0142;0,1383;0,0875;0,4445;0,0301
423945799;375,00;180;195;161;188;113;116;-0,0276;48536,81;47235,30;-0,0809;27,67;25,60;0,0297;391,26;403,22;0,0000;0,22;0,22;-0,0396;50886,23;48948,64;-0,0939;29,01;26,52;0,1945;363,12;450,81;0,1250;0,21;0,24;0,5949;0,6278;25628,01;39771,71;43036,42;51;57;40;47;43;38;53;46;0,5426;0,6000;0,4301;0,5054;0,4574;0,4000;0,5699;0,4946;14,27;22,14;23,96;48;55;39;46;39;34;47;41;0,5517;0,6180;0,4535;0,5287;0,4483;0,3820;0,5465;0,4713;0,9220;0,2659;0,1518;0,0841;0,0299;0,0006;0,2342;0,1760;0,1398;0,0079
318083110;1500,00;1078;422;1064;394;583;220;0,1380;64675,52;75032,37;0,0892;37,47;41,14;0,1989;4116,21;5138,26;0,1560;2,38;2,82;0,1287;65765,86;75482,71;0,0795;38,10;41,39;0,1245;3858,67;4407,18;0,0744;2,24;2,42;0,5213;0,5408;44391,09;52854,41;80102,96;158;119;81;64;225;258;290;305;0,4125;0,3156;0,2183;0,1734;0,5875;0,6844;0,7817;0,8266;24,70;29,41;44,57;148;115;84;47;219;251;280;314;0,4033;0,3142;0,2308;0,1302;0,5967;0,6858;0,7692;0,8698;0,9333;0,2859;0,0243;0,1692;0,1411;0,0187;0,2056;0,0085;0,5030;0,0010
521795237;1500,00;1151;349;1147;332;907;260;0,0548;74516,22;78836,86;-0,0133;44,21;43,63;0,1205;7063,72;8031,24;0,0563;4,19;4,44;0,0527;77211,43;81505,66;-0,0155;45,81;45,11;0,1523;7438,99;8775,93;0,0926;4,41;4,86;0,7450;0,7880;49267,02;69004,65;79606,82;120;100;44;85;255;276;330;290;0,3200;0,2660;0,1176;0,2267;0,6800;0,7340;0,8824;0,7733;27,68;38,77;44,73;114;94;32;92;255;276;339;277;0,3089;0,2541;0,0863;0,2493;0,6911;0,7459;0,9137;0,7507;0,9777;0,3900;0,1308;0,2501;0,0297;0,0316;0,2824;0,1301;0,2028;0,0325
971204052;1500,00;998;502;849;440;473;240;0,1500;38578,98;45388,43;0,1074;22,43;25,13;0,1864;1752,19;2153,56;0,1429;1,02;1,19;0,1353;36238,29;41910,64;0,0918;21,07;23,20;0,1251;1992,58;2277,41;0,0794;1,16;1,26;0,4781;0,4739;25052,67;36295,80;43998,33;148;181;102;71;232;205;268;293;0,3895;0,4689;0,2757;0,1951;0,6105;0,5311;0,7243;0,8049;14,10;20,43;24,76;133;152;96;59;193;177;225;254;0,4080;0,4620;0,2991;0,1885;0,5920;0,5380;0,7009;0,8115;0,9157;0,0213;0,2154;0,1864;0,0014;0,0268;0,0993;0,0644;0,6490;0,0252
342837416;1500,00;1154;346;985;323;817;236;0,0802;64636,01;70268,85;0,0687;36,17;38,84;0,1608;5506,32;6561,05;0,1515;3,08;3,63;0,0915;64872,09;71409,40;0,0801;36,31;39,47;0,1757;4748,05;5760,43;0,1635;2,66;3,18;0,6821;0,7080;44171,44;62173,82;64017,85;83;66;102;95;292;307;274;281;0,2213;0,1769;0,2713;0,2527;0,7787;0,8231;0,7287;0,7473;24,49;34,47;35,49;89;57;91;86;240;265;238;242;0,2705;0,1770;0,2766;0,2622;0,7295;0,8230;0,7234;0,7378;0,9242;0,2035;0,2093;0,0248;0,0420;0,0448;0,1040;0,1799;0,6554;0,0428
844431486;1500,00;864;636;838;621;602;357;0,1175;51515,99;58378,05;0,0620;29,78;31,75;0,2499;4693,58;6257,53;0,2029;2,71;3,40;0,1024;52269,04;58234,57;0,0458;30,22;31,67;0,2885;4247,96;5970,17;0,2431;2,46;3,25;0,5613;0,6968;31899,36;43437,42;58633,60;198;163;157;118;189;213;217;245;0,5116;0,4335;0,4198;0,3251;0,4884;0,5665;0,5802;0,6749;17,80;24,23;32,71;196;154;163;108;182;210;204;242;0,5185;0,4231;0,4441;0,3086;0,4815;0,5769;0,5559;0,6914;0,8565;0,1660;0,1089;0,2624;0,1049;0,0077;0,0662;0,0424;0,9137;0,0011
313334856;1500,00;990;510;987;453;870;459;0,0550;69868,24;73931,26;0,0517;38,74;40,85;0,1830;3576,32;4377,64;0,1818;1,98;2,42;0,0383;68288,99;71010,62;0,0349;37,87;39,24;-0,0556;4056,53;3842,96;-0,0613;2,25;2,12;0,9000;0,8788;42688,55;65164,88;76534,82;114;121;127;148;261;254;247;228;0,3040;0,3227;0,3396;0,3936;0,6960;0,6773;0,6604;0,6064;23,61;36,05;42,34;101;110;112;130;260;250;248;229;0,2798;0,3056;0,3111;0,3621;0,7202;0,6944;0,6889;0,6379;0,8065;0,1699;0,2491;0,2098;0,0340;0,0381;0,0526;0,1578;0,1896;0,0191
542095336;1500,00;1005;495;956;452;758;360;0,1247;52345,96;59804,58;0,0621;31,12;33,18;0,2434;4663,93;6164,42;0,1901;2,77;3,42;0,1398;52757,80;61334,92;0,0779;31,37;34,02;0,3291;4698,63;7003,62;0,2828;2,79;3,89;0,7273;0,7542;39698,68;48722,47;58191,69;186;139;107;63;196;238;266;305;0,4869;0,3687;0,2869;0,1712;0,5131;0,6313;0,7131;0,8288;22,51;27,62;32,99;171;135;91;55;187;219;258;292;0,4777;0,3814;0,2607;0,1585;0,5223;0,6186;0,7393;0,8415;0,9112;0,0150;0,1068;0,1455;0,0488;0,0174;0,1342;0,1118;0,0193;0,0435
303656847;1500,00;982;518;859;516;982;436;0,1217;67233,53;76545,88;0,1110;37,23;41,88;0,1195;5588,37;6347,03;0,1095;3,09;3,47;0,1303;69068,61;79421,05;0,1197;38,25;43,45;0,1538;5189,73;6133,28;0,1458;2,87;3,36;0,8417;1,0000;49724,09;59952,90;83829,76;138;126;138;116;236;250;236;260;0,3690;0,3351;0,3690;0,3085;0,6310;0,6649;0,6310;0,6915;27,33;32,95;46,07;140;122;136;118;205;220;209;225;0,4058;0,3567;0,3942;0,3440;0,5942;0,6433;0,6058;0,6560;0,9859;0,4044;0,2499;0,1328;0,1714;0,0375;0,1165;0,1905;0,9450;0,0093
302474648;1500,00;827;673;725;630;551;356;0,1968;51298,15;63870,74;0,1453;29,70;34,75;0,2573;1695,72;2283,22;0,2097;0,98;1,24;0,1885;49822,72;61392,47;0,1362;28,85;33,40;0,3615;1506,09;2358,85;0,3203;0,87;1,28;0,5290;0,6663;43288,28;52921,65;66669,08;204;190;184;95;170;185;190;282;0,5455;0,5067;0,4920;0,2520;0,4545;0,4933;0,5080;0,7480;24,23;29,63;37,32;188;176;176;90;150;162;162;251;0,5562;0,5207;0,5207;0,2639;0,4438;0,4793;0,4793;0,7361;0,8480;0,4817;0,0836;0,1868;0,1939;0,0348;0,0538;0,1756;0,2152;0,0011
394479034;1500,00;1005;495;984;462;813;334;0,1257;79815,42;91289,91;0,1121;43,96;49,51;0,2886;6484,43;9115,50;0,2773;3,57;4,94;0,1244;81381,26;92948,72;0,1109;44,82;50,41;0,2658;7441,51;10135,13;0,2545;4,10;5,50;0,6747;0,8090;55355,67;82138,20;97079,41;175;96;122;102;199;279;253;274;0,4679;0,2560;0,3253;0,2713;0,5321;0,7440;0,6747;0,7287;30,17;44,77;52,91;162;96;105;99;199;266;256;263;0,4488;0,2652;0,2909;0,2735;0,5512;0,7348;0,7091;0,7265;0,8015;0,1529;0,2103;0,1659;0,1613;0,0401;0,2995;0,1094;0,0200;0,0493
503698664;1500,00;840;660;724;622;478;333;0,1731;41141,65;49755,02;0,1434;23,54;27,48;0,2823;2397,57;3340,43;0,2554;1,37;1,84;0,1601;38924,44;46343,54;0,1301;22,27;25,60;0,3442;2214,47;3376,68;0,3172;1,27;1,86;0,5045;0,5690;28096,16;41279,55;54198,71;166;203;185;106;209;177;193;261;0,4427;0,5342;0,4894;0,2888;0,5573;0,4658;0,5106;0,7112;15,77;23,17;30,42;151;195;172;104;185;151;168;220;0,4494;0,5636;0,5059;0,3210;0,5506;0,4364;0,4941;0,6790;0,7747;0,4610;0,2595;0,2974;0,0163;0,0429;0,2474;0,0160;0,7540;0,0154
403259138;1500,00;1012;488;929;460;922;418;0,0973;53374,73;59130,97;0,0594;30,55;32,48;0,2463;3867,10;5130,63;0,2163;2,21;2,82;0,0890;56672,00;62210,28;0,0506;32,44;34,17;0,2690;3800,96;5199,54;0,2378;2,18;2,86;0,8566;0,9111;32323,96;43097,56;53232,65;126;100;130;132;249;274;246;243;0,3360;0,2674;0,3457;0,3520;0,6640;0,7326;0,6543;0,6480;18,00;23,99;29,64;118;101;117;124;229;246;230;224;0,3401;0,2911;0,3372;0,3563;0,6599;0,7089;0,6628;0,6437;0,5920;0,3951;0,0235;0,2268;0,1961;0,0066;0,1766;0,1750;0,7268;0,0334
320955396;1500,00;1103;397;939;389;640;180;0,1800;39149,17;47741,26;0,1470;22,57;26,46;0,3419;2117,34;3217,48;0,3146;1,22;1,78;0,1949;37838,19;46998,87;0,1628;21,81;26,05;0,4276;2043,47;3570,25;0,4040;1,18;1,98;0,4534;0,5802;27429,70;38098,80;46566,74;107;126;102;62;269;252;274;308;0,2846;0,3333;0,2713;0,1676;0,7154;0,6667;0,7287;0,8324;15,38;21,36;26,10;108;118;111;52;227;219;224;269;0,3224;0,3501;0,3313;0,1620;0,6776;0,6499;0,6687;0,8380;0,8577;0,0531;0,1124;0,2801;0,1548;0,0313;0,0074;0,1794;0,2967;0,0002
354500225;1500,00;1051;449;900;397;990;372;0,1172;75608,82;85650,50;0,0737;43,99;47,49;0,1004;11296,05;12557,02;0,0560;6,57;6,96;0,1279;78574,88;90096,76;0,0849;45,71;49,95;0,0959;12111,84;13396,49;0,0511;7,05;7,43;0,8285;0,9420;58283,39;69195,94;83172,30;118;156;76;99;258;225;294;274;0,3138;0,4094;0,2054;0,2654;0,6862;0,5906;0,7946;0,7346;32,79;38,92;46,79;105;132;67;93;220;198;252;230;0,3231;0,4000;0,2100;0,2879;0,6769;0,6000;0,7900;0,7121;0,7236;0,2663;0,2706;0,1974;0,1122;0,0282;0,2612;0,0238;0,2037;0,0054
531680445;1500,00;847;653;838;561;627;427;0,1852;58844,74;72219,80;0,1581;33,27;39,52;0,2852;2651,97;3710,14;0,2611;1,50;2,03;0,1743;60558,94;73343,59;0,1468;34,24;40,13;0,3435;2291,02;3489,58;0,3194;1,30;1,91;0,6539;0,7403;50124,93;56173,21;70345,98;216;198;150;89;176;188;221;262;0,5510;0,5130;0,4043;0,2536;0,4490;0,4870;0,5957;0,7464;27,78;31,14;38,99;181;173;128;79;175;182;220;261;0,5084;0,4873;0,3678;0,2324;0,4916;0,5127;0,6322;0,7676;0,7672;0,0885;0,0406;0,2668;0,1339;0,0421;0,2573;0,0587;0,1724;0,0287
382401867;1500,00;1162;338;1109;319;741;198;0,0475;70900,05;74438,12;0,0345;39,13;40,53;0,2011;7031,22;8800,70;0,1900;3,88;4,79;0,0302;68431,24;70559,81;0,0169;37,77;38,42;0,2843;6402,82;8946,34;0,2752;3,53;4,87;0,5858;0,6377;46654,71;52884,52;77977,45;96;65;77;100;279;310;298;275;0,2560;0,1733;0,2053;0,2667;0,7440;0,8267;0,7947;0,7333;25,48;28,88;42,58;89;69;76;85;268;288;281;272;0,2493;0,1933;0,2129;0,2381;0,7507;0,8067;0,7871;0,7619;0,9791;0,4465;0,1432;0,2726;0,1174;0,0006;0,1616;0,0599;0,7203;0,0119
662051275;1500,00;835;665;825;658;477;363;0,0829;47206,52;51475,47;0,0757;25,88;28,00;0,2326;5734,16;7472,15;0,2266;3,14;4,06;0,0842;44206,29;48271,99;0,0769;24,24;26,26;0,1957;6526,09;8114,49;0,1882;3,58;4,41;0,5459;0,5713;33037,50;44699,14;50273,67;174;195;180;116;202;184;197;252;0,4628;0,5145;0,4775;0,3152;0,5372;0,4855;0,5225;0,6848;18,03;24,40;27,44;179;198;170;111;194;177;201;253;0,4799;0,5280;0,4582;0,3049;0,5201;0,4720;0,5418;0,6951;0,5345;0,1353;0,1168;0,1787;0,1055;0,0496;0,1706;0,0552;0,6562;0,0175
310327895;1500,00;998;502;934;455;876;331;0,1376;64443,12;74722,93;0,1128;36,01;40,59;0,1439;11101,09;12966,36;0,1193;6,20;7,04;0,1507;61169,26;72021,05;0,1265;34,18;39,13;0,2872;10595,75;14865,46;0,2673;5,92;8,08;0,6594;0,8778;38419,87;56418,33;67410,71;140;115;133;114;235;259;243;261;0,3733;0,3075;0,3537;0,3040;0,6267;0,6925;0,6463;0,6960;21,06;30,93;36,96;123;104;119;109;224;243;229;238;0,3545;0,2997;0,3420;0,3141;0,6455;0,7003;0,6580;0,6859;0,7176;0,1614;0,2490;0,0616;0,1165;0,0217;0,1938;0,1619;0,8434;0,0267
342294956;1500,00;1122;378;1036;366;845;232;0,1830;53616,01;65624,55;0,1663;29,98;35,96;0,2722;3564,37;4897,32;0,2575;1,99;2,68;0,1820;50467,76;61698,92;0,1653;28,22;33,81;0,2168;3969,08;5067,99;0,2014;2,22;2,78;0,6138;0,7531;43996,54;54996,13;64213,09;140;110;66;62;238;266;307;311;0,3704;0,2926;0,1769;0,1662;0,6296;0,7074;0,8231;0,8338;24,23;30,29;35,37;135;113;61;57;224;242;283;287;0,3760;0,3183;0,1773;0,1657;0,6240;0,6817;0,8227;0,8343;0,5098;0,0329;0,2701;0,2377;0,1692;0,0340;0,1844;0,0908;0,3071;0,0374
775666704;1500,00;1094;406;938;371;883;299;0,0708;51311,78;55218,89;0,0211;29,23;29,86;0,2118;7804,14;9900,88;0,1682;4,45;5,35;0,0572;47268,38;50138,32;0,0066;26,93;27,11;0,2914;8054,04;11365,85;0,2537;4,59;6,15;0,7365;0,8071;35337,77;48800,58;54087,38;92;127;72;115;283;247;304;260;0,2453;0,3396;0,1915;0,3067;0,7547;0,6604;0,8085;0,6933;19,39;26,77;29,67;91;109;67;104;236;219;259;224;0,2783;0,3323;0,2055;0,3171;0,7217;0,6677;0,7945;0,6829;0,8231;0,4321;0,1918;0,0649;0,1801;0,0093;0,1957;0,0535;0,2053;0,0267
440253714;1500,00;940;560;918;484;777;370;0,0928;51677,36;56963,81;0,0418;29,82;31,12;0,2621;3255,27;4411,37;0,2199;1,88;2,41;0,1045;51638,19;57662,81;0,0540;29,80;31,50;0,2082;3445,58;4351,73;0,1639;1,99;2,38;0,6607;0,8266;29654,87;44851,50;52249,37;164;161;139;96;212;215;236;277;0,4362;0,4282;0,3707;0,2574;0,5638;0,5718;0,6293;0,7426;16,50;24,96;29,08;134;141;116;93;216;208;235;259;0,3829;0,4040;0,3305;0,2642;0,6171;0,5960;0,6695;0,7358;0,8593;0,3416;0,1662;0,0178;0,0002;0,0222;0,2933;0,0475;0,2445;0,0354
443617725;1500,00;1062;438;1056;414;803;342;0,1164;69296,51;78425,91;0,0892;38,69;42,48;0,0896;11065,02;12153,88;0,0608;6,18;6,58;0,1088;72676,20;81548,24;0,0815;40,57;44,17;0,1416;11846,61;13801,46;0,1151;6,61;7,47;0,7808;0,7561;45733,85;67113,15;84961,68;147;109;97;85;232;266;277;287;0,3879;0,2907;0,2594;0,2285;0,6121;0,7093;0,7406;0,7715;24,98;36,66;46,41;136;104;93;81;236;264;273;283;0,3656;0,2826;0,2541;0,2225;0,6344;0,7174;0,7459;0,7775;0,6291;0,3350;0,0516;0,1029;0,0930;0,0411;0,1982;0,1404;0,6456;0,0118
318771995;1500,00;1054;446;972;415;572;224;0,1330;55746,08;64299,61;0,0714;32,36;34,85;0,2673;4363,73;5955,45;0,2167;2,53;3,23;0,1165;53472,68;60523,87;0,0537;31,04;32,80;0,1512;4344,58;5118,40;0,0903;2,52;2,77;0,5022;0,5427;39441,75;47990,60;63778,92;146;146;79;75;235;234;291;294;0,3832;0,3842;0,2135;0,2033;0,6168;0,6158;0,7865;0,7967;21,81;26,53;35,26;130;135;72;78;222;219;268;263;0,3693;0,3814;0,2118;0,2287;0,6307;0,6186;0,7882;0,7713;0,6302;0,0530;0,0200;0,0300;0,1262;0,0328;0,0353;0,0403;0,3317;0,0425
